iter	Logloss
421	0.08035998229
422	0.08032623129
423	0.08029179334
424	0.08026005694
425	0.08024226871
426	0.08022604142
427	0.0802184971
428	0.08015414873
429	0.08010625154
430	0.08003598509
431	0.07995562741
432	0.07989782601
433	0.07979756338
434	0.07973827535
435	0.07963278433
436	0.07961079037
437	0.07953146869
438	0.07948197669
439	0.07945672282
440	0.07940220694
441	0.07928891016
442	0.07923158138
443	0.07914554468
444	0.07907651299
445	0.07895665871
446	0.0789122049
447	0.07884566452
448	0.0787883893
449	0.07871767355
450	0.07866518891
451	0.07862865384
452	0.078532366
453	0.07848362506
454	0.07841022156
455	0.07841021821
456	0.07830869874
457	0.07826798264
458	0.07821278635
459	0.07818436934
460	0.07815574684
461	0.07810665653
462	0.07800777639
463	0.07793648359
464	0.07787677272
465	0.07783772255
466	0.07780413142
467	0.07776594481
468	0.07768877533
469	0.07762706108
470	0.07762490668
471	0.07759125009
472	0.07749605748
473	0.07744412853
474	0.0773476332
475	0.07729568186
476	0.07725633273
477	0.0772469438
478	0.07715861852
479	0.07712693456
480	0.07705779725
481	0.07700910457
482	0.07699754225
483	0.07695761329
484	0.07686395685
485	0.0768023712
486	0.07671301503
487	0.07664681228
488	0.07658782995
489	0.07653509777
490	0.07650764781
491	0.07648281701
492	0.07643020139
493	0.07634753975
494	0.07625944474
495	0.07621452423
496	0.07613908199
497	0.07608005228
498	0.07603097762
499	0.07599684144
500	0.07591580955
501	0.07586314288
502	0.07584238623
503	0.07580187771
504	0.07571160635
505	0.07566909739
506	0.07562300814
507	0.07557141144
508	0.07550067156
509	0.07549284756
510	0.0754591624
511	0.07542621566
512	0.07534886817
513	0.07530498428
514	0.07527936252
515	0.07527597484
516	0.075225812
517	0.07515003149
518	0.07511758666
519	0.07506654162
520	0.07504191389
521	0.07495171786
522	0.07490817596
523	0.07484710303
524	0.0748030194
525	0.07476741887
526	0.07474551162
527	0.07470313625
528	0.07462410915
529	0.0745323577
530	0.07450031558
531	0.07446841782
532	0.07446289526
533	0.07436837669
534	0.07434414275
535	0.07429103068
536	0.07423642309
537	0.07419653117
538	0.07415516286
539	0.07414002884
540	0.07410556537
541	0.07409813863
542	0.07402464381
543	0.07397515538
544	0.07397297405
545	0.07397022908
546	0.07396957496
547	0.07393687377
548	0.07393253653
549	0.07383276378
550	0.07381036119
551	0.07380923165
552	0.07380550713
553	0.07377772698
554	0.07374499415
555	0.07371637391
556	0.07366547289
557	0.0736126351
558	0.0735419072
559	0.07354052628
560	0.07353920531
561	0.07352693165
562	0.07350930304
563	0.07343537168
564	0.07337981035
565	0.07337184041
566	0.07330039577
567	0.0732801494
568	0.07323633449
569	0.07322332576
570	0.07314828387
571	0.07314351519
572	0.0731035184
573	0.07301924232
574	0.07301788726
575	0.07298118488
576	0.07291413974
577	0.07290863734
578	0.07286755994
579	0.07284977956
580	0.07281980791
581	0.07280067015
582	0.0727724836
583	0.07269387818
584	0.07266295935
585	0.07263519814
586	0.07259914257
587	0.07257178091
588	0.07253502772
589	0.07252871366
590	0.07250628953
591	0.07249695058
592	0.07247920559
593	0.07241221187
594	0.07238539204
595	0.07231701968
596	0.07229784543
597	0.07227080865
598	0.07221026798
599	0.07217705822
600	0.07215150235
601	0.07214643127
602	0.07210596117
603	0.07207951679
604	0.07207951662
605	0.07203415553
606	0.07199928205
607	0.07194435485
608	0.07189728402
609	0.07187597791
610	0.07183667996
611	0.07181373616
612	0.07180928485
613	0.07179467306
614	0.07178188935
615	0.07177284203
616	0.07174791105
617	0.07170228282
618	0.07170111937
619	0.07166106026
620	0.07163811284
621	0.07163265589
622	0.07160143348
623	0.0715756248
624	0.07155155972
625	0.07152484187
626	0.07142707305
627	0.07140772734
628	0.07134042636
629	0.07127056583
630	0.07122875962
631	0.07117933163
632	0.07117297241
633	0.07115418239
634	0.07112985456
635	0.07112190811
636	0.07106951164
637	0.07104217944
638	0.07097994694
639	0.07093598726
640	0.07089238997
641	0.07086656625
642	0.07080651195
643	0.07077106186
644	0.07075589947
645	0.07068218152
646	0.07065389187
647	0.07064307328
648	0.07063795927
649	0.07059423126
650	0.07057536888
651	0.0705516311
652	0.0705147616
653	0.07046635612
654	0.07046456174
655	0.07040264127
656	0.07038376617
657	0.07035587814
658	0.07032940087
659	0.07024789952
660	0.07022069391
661	0.07020245193
662	0.07016634455
663	0.07016232507
664	0.07011269543
665	0.0701097655
666	0.07008782976
667	0.07006029063
668	0.07003617248
669	0.06999146737
670	0.06998571168
671	0.06994524178
672	0.06993202265
673	0.06990906183
674	0.06986283983
675	0.06983720091
676	0.06980292204
677	0.06978674403
678	0.06972950383
679	0.06969646533
680	0.0696834346
681	0.06962934908
682	0.06962550204
683	0.06959181201
684	0.06952554639
685	0.06950092289
686	0.0694791235
687	0.06946024512
688	0.06942013197
689	0.06938913674
690	0.06936966163
691	0.06936807353
692	0.06936468231
693	0.06935532631
694	0.0693131106
695	0.0692496204
696	0.0692133904
697	0.06921110195
698	0.06920412279
699	0.06911861975
700	0.06909680967
701	0.06905641053
702	0.06901962668
703	0.06901796329
704	0.06897573171
705	0.06894542376
706	0.06893875361
707	0.06893735219
708	0.06887119449
709	0.06883982301
710	0.06878326959
711	0.06878067786
712	0.06876735572
713	0.06875037229
714	0.06873408526
715	0.06870074128
716	0.06869598189
717	0.06866102271
718	0.06857977812
719	0.06854520841
720	0.06850318884
721	0.06845793617
722	0.06845072046
723	0.06842641512
724	0.06840941194
725	0.06837614034
726	0.06837396796
727	0.06832244086
728	0.06828044212
729	0.0682398377
730	0.06820905895
731	0.06818038349
732	0.06814839841
733	0.0681097854
734	0.06810640835
735	0.0681045553
736	0.06810342539
737	0.06807799579
738	0.06802979444
739	0.06800063271
740	0.06799367234
741	0.06792227796
742	0.06788807175
743	0.06786483849
744	0.06786483711
745	0.06781900586
746	0.06778565807
747	0.06778038935
748	0.06776516595
749	0.06775861123
750	0.06771492458
751	0.06767670279
752	0.06765852644
753	0.06762910666
754	0.06761625082
755	0.06760980819
756	0.06758890729
757	0.06757899729
758	0.0675232582
759	0.06746726829
760	0.06743631614
761	0.06741445682
762	0.06737776946
763	0.06735595672
764	0.06732464787
765	0.06728812285
766	0.06721861855
767	0.06716769693
768	0.067156195
769	0.06712333539
770	0.06705497812
771	0.06704791716
772	0.06704323985
773	0.06702274825
774	0.06699956908
775	0.0669888579
776	0.06698574075
777	0.06697161896
778	0.06695388717
779	0.06691832426
780	0.06689119495
781	0.06687539496
782	0.066823118
783	0.06682009446
784	0.06677888561
785	0.06675988465
786	0.06669649148
787	0.06667651204
788	0.06662057422
789	0.06657030472
790	0.06656380404
791	0.06656092253
792	0.06655828129
793	0.06652783361
794	0.06649715583
795	0.06647841623
796	0.06643040298
797	0.06640349915
798	0.06638264165
799	0.06635378671
800	0.06630856846
801	0.06627985751
802	0.06621572184
803	0.06621125381
804	0.06618830783
805	0.06617294192
806	0.06614529958
807	0.06608299098
808	0.06606328705
809	0.06604166785
810	0.06604166782
811	0.06599823272
812	0.06598454289
813	0.06597865915
814	0.06595776059
815	0.0659033343
816	0.0658746904
817	0.06585388144
818	0.0658391358
819	0.06583338067
820	0.06582891469
821	0.06578569512
822	0.06577644221
823	0.06576404621
824	0.0657581195
825	0.06573162103
826	0.06571036285
827	0.06570088702
828	0.06565588095
829	0.06565340884
830	0.06562997294
831	0.06560983061
832	0.06557967514
833	0.0655765406
834	0.06554971502
835	0.06552280579
836	0.06549651031
837	0.0654808749
838	0.06541701008
839	0.0653681528
840	0.06534316002
841	0.06532494796
842	0.065286535
843	0.06528403728
844	0.06525788279
845	0.06520691253
846	0.0652030077
847	0.06518193837
848	0.0651387971
849	0.06510198609
850	0.06503325967
851	0.06501673903
852	0.06500178631
853	0.06495358983
854	0.0649084519
855	0.06487681239
856	0.06487336158
857	0.06485114419
858	0.06482264015
859	0.06477854488
860	0.06476834502
861	0.06473156001
862	0.06471122851
863	0.06468812378
864	0.06466868262
865	0.0646576671
866	0.06463250622
867	0.06458699995
868	0.06456937268
869	0.06456695691
870	0.06456593064
871	0.06452602843
872	0.06450734967
873	0.06450197203
874	0.06449694563
875	0.0644595906
876	0.06441877537
877	0.06441738175
878	0.06441308436
879	0.06439685947
880	0.06438308634
881	0.06436419165
882	0.06432954575
883	0.06428097047
884	0.06427203987
885	0.06425174026
886	0.06421126803
887	0.06417913522
888	0.06417398812
889	0.06416846871
890	0.06414106921
891	0.06413526959
892	0.06411901497
893	0.06409582962
894	0.06408407428
895	0.06407844029
896	0.06407555592
897	0.06406105368
898	0.06403623794
899	0.06401112732
900	0.06398810428
901	0.06397020484
902	0.06395260664
903	0.06393382481
904	0.06389078134
905	0.06386542713
906	0.06383454532
907	0.06383161477
908	0.06378569393
909	0.06378365437
910	0.06375312176
911	0.06371642723
912	0.06371391206
913	0.06370970211
914	0.06370416007
915	0.06367363343
916	0.06365682308
917	0.0635967808
918	0.0635714075
919	0.06357064086
920	0.06352589574
921	0.06350149996
922	0.06345827022
923	0.063410321
924	0.06338513073
925	0.06333395518
926	0.06330211148
927	0.06329316653
928	0.06327811335
929	0.06326460786
930	0.06324197936
931	0.06321252589
932	0.06315430793
933	0.06312191588
934	0.06309026311
935	0.06305641852
936	0.06303897522
937	0.06299785146
938	0.06297563866
939	0.06294663187
940	0.06292161299
941	0.06291636878
942	0.06289840854
943	0.06287832621
944	0.06283743661
945	0.06278971606
946	0.06277538335
947	0.06273938531
948	0.06273664038
949	0.06271782194
950	0.06271518663
951	0.06266873813
952	0.06263589599
953	0.0626341271
954	0.06261161504
955	0.06255651944
956	0.0625449252
957	0.06251568801
958	0.06248723722
959	0.06245888008
960	0.06243199918
961	0.06237635365
962	0.06233329327
963	0.06232768979
964	0.06229235869
965	0.06226108397
966	0.06222312837
967	0.06221047442
968	0.06220334885
969	0.06219292042
970	0.06216364574
971	0.06216180565
972	0.06215000229
973	0.06214999812
974	0.06211921217
975	0.06208595693
976	0.06207464908
977	0.06202541546
978	0.06200640881
979	0.06197498515
980	0.06196676665
981	0.06195486069
982	0.06192523238
983	0.06189495643
984	0.06186211407
985	0.06183663679
986	0.06179880323
987	0.06179220995
988	0.06178106728
989	0.06173499404
990	0.06171759286
991	0.06169158923
992	0.06167960096
993	0.06167558058
994	0.06166453825
995	0.06165985926
996	0.06161665472
997	0.06159920738
998	0.06157547706
999	0.06154555431
